"","tp","AOO","occupancy_area","occupancy_Ncells","relative_occupancy_area","relative_occupancy_Ncells","occupancy_area_scaled","occupancy_Ncells_scaled","relative_occupancy_area_scaled","relative_occupancy_Ncells_scaled","AOO_scaled"
"1",1,0.086,0.086,-1.636,0.069,0.025,0.042,0.066,0.036,0.038,0.042
"2",1,0.058,0.058,-1.663,0.041,-0.003,0.027,0.051,0.021,0.023,0.027
"3",1,0.366,0.366,-1.364,0.356,0.306,0.192,0.222,0.187,0.193,0.192
"4",1,1.782,1.782,0,1.897,1.773,0.951,1,1,1,0.951
"5",1,1.803,1.803,0,1.803,1.64,0.962,1,0.95,0.927,0.962
"6",1,1.573,1.573,-0.253,1.569,1.402,0.839,0.856,0.827,0.796,0.839
"7",1,0.065,0.065,-1.658,0.047,0.003,0.031,0.054,0.024,0.026,0.031
"8",1,0.297,0.297,-1.437,0.29,0.234,0.155,0.18,0.152,0.153,0.155
"9",1,0.163,0.163,-1.568,0.148,0.101,0.083,0.105,0.077,0.08,0.083
"10",1,0.421,0.421,-1.312,0.411,0.358,0.221,0.251,0.216,0.221,0.221
"11",1,0.058,0.058,-1.666,0.041,-0.005,0.027,0.049,0.021,0.022,0.027
"12",1,0.441,0.441,-1.289,0.433,0.382,0.232,0.264,0.228,0.235,0.232
"13",1,1.214,1.214,-0.565,1.217,1.08,0.646,0.678,0.641,0.619,0.646
"14",1,1.583,1.583,-0.21,1.571,1.446,0.844,0.88,0.828,0.82,0.844
"15",1,0.031,0.031,-1.738,0.007,-0.015,0.012,0.008,0.003,0.016,0.012
"16",1,0.15,0.15,-1.579,0.134,0.09,0.076,0.099,0.07,0.074,0.076
"17",1,0.705,0.705,-1.05,0.705,0.592,0.373,0.401,0.371,0.35,0.373
"18",1,1.535,1.535,-0.21,1.535,1.449,0.819,0.88,0.809,0.822,0.819
"19",1,0.629,0.629,-1.113,0.627,0.552,0.333,0.365,0.33,0.328,0.333
"20",1,0.479,0.479,-1.289,0.472,0.382,0.252,0.265,0.248,0.235,0.252
"21",1,1.518,1.518,-0.267,1.531,1.403,0.809,0.848,0.807,0.796,0.809
"22",1,0.049,0.049,-1.72,0.025,0.003,0.022,0.019,0.013,0.026,0.022
"23",1,0.538,0.538,-1.188,0.531,0.483,0.284,0.322,0.279,0.291,0.284
"24",1,0.385,0.385,-1.35,0.378,0.321,0.202,0.23,0.199,0.201,0.202
"25",1,0.684,0.684,-1.054,0.684,0.608,0.362,0.399,0.36,0.359,0.362
"26",1,1.132,1.132,-0.588,1.13,1.075,0.602,0.664,0.596,0.616,0.602
"27",1,0.271,0.271,-1.45,0.265,0.221,0.141,0.172,0.139,0.146,0.141
"28",1,1.271,1.271,-0.41,1.27,1.254,0.677,0.766,0.669,0.715,0.677
"29",1,0.035,0.035,-1.671,0.017,-0.03,0.015,0.047,0.008,0.008,0.015
"30",1,0.028,0.028,-1.69,0.021,-0.019,0.011,0.035,0.01,0.014,0.011
"31",1,1.53,1.53,-0.258,1.531,1.386,0.816,0.852,0.807,0.787,0.816
"32",1,1.222,1.222,-0.529,1.211,1.136,0.65,0.698,0.638,0.65,0.65
"33",1,1.293,1.293,-0.399,1.294,1.263,0.689,0.772,0.682,0.719,0.689
"34",1,0.259,0.259,-1.471,0.244,0.198,0.135,0.161,0.128,0.133,0.135
"35",1,1.335,1.335,-0.442,1.332,1.222,0.711,0.748,0.702,0.697,0.711
"36",1,1.324,1.324,-0.46,1.323,1.199,0.705,0.737,0.697,0.684,0.705
"37",1,0.178,0.178,-1.613,0.166,0.139,0.091,0.079,0.087,0.101,0.091
"38",1,0.565,0.565,-1.187,0.558,0.484,0.298,0.322,0.294,0.291,0.298
"39",1,0.27,0.27,-1.466,0.263,0.205,0.141,0.164,0.138,0.138,0.141
"40",1,0.176,0.176,-1.558,0.165,0.112,0.09,0.111,0.087,0.086,0.09
"41",1,1.41,1.41,-0.385,1.408,1.273,0.751,0.78,0.742,0.725,0.751
"42",1,0.777,0.777,-0.944,0.778,0.742,0.412,0.461,0.41,0.433,0.412
"43",1,0.92,0.92,-0.831,0.921,0.83,0.489,0.526,0.485,0.481,0.489
"44",1,1.797,1.797,0,1.794,1.64,0.959,1,0.946,0.927,0.959
"45",1,0.194,0.194,-1.533,0.186,0.138,0.1,0.125,0.098,0.101,0.1
"46",1,1.565,1.565,-0.217,1.539,1.459,0.834,0.876,0.811,0.827,0.834
"47",1,0.972,0.972,-0.805,0.973,0.857,0.516,0.541,0.513,0.496,0.516
"48",1,1.668,1.668,-0.138,1.693,1.549,0.89,0.921,0.893,0.877,0.89
"49",1,0.02,0.02,-1.687,0.003,-0.044,0.007,0.037,0.001,0,0.007
"50",1,0.837,0.837,-0.959,0.83,0.712,0.444,0.453,0.437,0.416,0.444
"51",1,0.036,0.036,-1.73,0.029,-0.006,0.015,0.013,0.015,0.021,0.015
"52",1,0.033,0.033,-1.735,0.009,-0.012,0.014,0.01,0.004,0.018,0.014
"53",1,0.019,0.019,-1.686,0.007,-0.041,0.006,0.038,0.003,0.002,0.006
"54",1,0.416,0.416,-1.346,0.409,0.325,0.219,0.232,0.215,0.203,0.219
"55",1,0.12,0.12,-1.603,0.113,0.068,0.06,0.085,0.059,0.062,0.06
"56",1,0.771,0.771,-0.986,0.764,0.686,0.409,0.438,0.403,0.402,0.409
"57",1,0.211,0.211,-1.524,0.196,0.145,0.109,0.13,0.103,0.104,0.109
"58",1,0.043,0.043,-1.675,0.033,-0.008,0.019,0.044,0.017,0.02,0.019
"59",1,0.227,0.227,-1.504,0.212,0.165,0.118,0.142,0.111,0.115,0.118
"60",1,1.682,1.682,0,1.648,1.646,0.897,1,0.869,0.93,0.897
"61",1,1.642,1.642,-0.18,1.624,1.484,0.875,0.898,0.856,0.841,0.875
"62",1,1.735,1.735,-0.083,1.756,1.606,0.925,0.953,0.926,0.908,0.925
"63",1,0.965,0.965,-0.779,0.966,0.884,0.513,0.556,0.509,0.511,0.513
"64",1,0.179,0.179,-1.548,0.164,0.121,0.092,0.117,0.086,0.091,0.092
"65",1,0.147,0.147,-1.575,0.129,0.086,0.074,0.101,0.068,0.072,0.074
"66",1,0.243,0.243,-1.512,0.243,0.209,0.126,0.137,0.128,0.139,0.126
"67",1,0.151,0.151,-1.578,0.14,0.092,0.077,0.1,0.073,0.075,0.077
"68",1,0.676,0.676,-1.102,0.669,0.57,0.358,0.371,0.352,0.338,0.358
"69",1,1.874,1.874,0,1.79,1.773,1,1,0.944,1,1
"70",1,0.73,0.73,-1.036,0.724,0.636,0.387,0.409,0.381,0.374,0.387
"71",1,0.068,0.068,-1.717,0.052,0.024,0.032,0.02,0.027,0.038,0.032
"72",1,0.112,0.112,-1.605,0.105,0.066,0.056,0.084,0.055,0.061,0.056
"73",1,0.187,0.187,-1.54,0.171,0.129,0.096,0.121,0.09,0.095,0.096
"74",1,0.025,0.025,-1.72,0.004,-0.02,0.009,0.018,0.002,0.013,0.009
"75",1,1.801,1.801,0,1.799,1.64,0.961,1,0.949,0.927,0.961
"76",1,1.161,1.161,-0.612,1.165,1.059,0.618,0.651,0.614,0.607,0.618
"77",1,0.132,0.132,-1.613,0.129,0.103,0.066,0.08,0.068,0.081,0.066
"78",1,0.077,0.077,-1.7,0.061,0.04,0.037,0.03,0.031,0.047,0.037
"79",1,0.945,0.945,-0.833,0.938,0.838,0.502,0.525,0.494,0.486,0.502
"80",1,0.323,0.323,-1.414,0.312,0.256,0.169,0.193,0.164,0.165,0.169
"81",1,0.109,0.109,-1.66,0.102,0.063,0.054,0.053,0.053,0.059,0.054
"82",1,0.371,0.371,-1.398,0.364,0.325,0.194,0.202,0.191,0.204,0.194
"83",1,0.038,0.038,-1.733,0.014,-0.011,0.016,0.011,0.007,0.019,0.016
"84",1,1.836,1.836,0,1.755,1.773,0.98,1,0.925,1,0.98
"85",1,0.154,0.154,-1.569,0.144,0.101,0.078,0.105,0.075,0.08,0.078
"86",1,0.016,0.016,-1.738,0.011,-0.013,0.004,0.008,0.005,0.018,0.004
"87",1,0.873,0.873,-0.864,0.871,0.801,0.463,0.507,0.459,0.465,0.463
"88",1,0.026,0.026,-1.718,0.004,-0.021,0.01,0.02,0.001,0.013,0.01
"89",1,0.397,0.397,-1.332,0.39,0.34,0.209,0.24,0.205,0.211,0.209
"90",1,0.13,0.13,-1.59,0.12,0.08,0.066,0.092,0.063,0.068,0.066
"91",1,0.747,0.747,-1.042,0.748,0.619,0.396,0.406,0.394,0.365,0.396
"92",1,0.052,0.052,-1.695,0.032,0.007,0.024,0.033,0.016,0.029,0.024
"93",1,0.874,0.874,-0.876,0.873,0.781,0.464,0.5,0.46,0.454,0.464
"94",1,1.493,1.493,-0.311,1.474,1.326,0.796,0.823,0.777,0.754,0.796
"95",1,0.008,0.008,-1.74,0.007,-0.017,0,0.007,0.003,0.015,0
"96",1,1.062,1.062,-0.688,1.061,0.976,0.565,0.607,0.559,0.562,0.565
"97",1,0.135,0.135,-1.594,0.12,0.075,0.068,0.091,0.063,0.066,0.068
"98",1,0.024,0.024,-1.721,0.003,-0.021,0.009,0.018,0.001,0.013,0.009
"99",1,1.117,1.117,-0.614,1.115,1.048,0.595,0.649,0.588,0.601,0.595
"100",1,1.11,1.11,-0.656,1.105,1.016,0.591,0.626,0.582,0.583,0.591
"101",1,0.36,0.36,-1.381,0.353,0.29,0.189,0.212,0.186,0.184,0.189
"102",1,0.029,0.029,-1.686,0.01,-0.035,0.012,0.038,0.005,0.005,0.012
"103",1,1.583,1.583,-0.188,1.573,1.462,0.844,0.893,0.829,0.829,0.844
"104",1,0.277,0.277,-1.449,0.27,0.222,0.144,0.173,0.142,0.146,0.144
"105",1,0.282,0.282,-1.442,0.275,0.229,0.147,0.177,0.145,0.151,0.147
"106",1,0.598,0.598,-1.14,0.591,0.531,0.316,0.35,0.311,0.317,0.316
"107",1,0.018,0.018,-1.722,0.002,-0.024,0.005,0.018,0,0.012,0.005
"108",1,0.133,0.133,-1.597,0.118,0.071,0.067,0.088,0.061,0.064,0.067
"109",1,0.654,0.654,-1.141,0.647,0.53,0.346,0.349,0.341,0.316,0.346
"110",1,0.404,0.404,-1.332,0.389,0.337,0.212,0.24,0.205,0.21,0.212
"111",1,0.195,0.195,-1.538,0.18,0.131,0.1,0.122,0.094,0.096,0.1
"112",1,0.029,0.029,-1.717,0.008,-0.017,0.011,0.02,0.003,0.015,0.011
"113",1,1.737,1.737,0,1.75,1.692,0.927,1,0.922,0.956,0.927
"114",1,0.401,0.401,-1.328,0.398,0.337,0.211,0.242,0.21,0.21,0.211
"115",1,0.954,0.954,-0.795,0.954,0.868,0.507,0.546,0.503,0.502,0.507
"116",1,0.761,0.761,-0.976,0.761,0.685,0.404,0.443,0.401,0.402,0.404
"117",1,1.499,1.499,-0.272,1.507,1.395,0.799,0.845,0.794,0.792,0.799
"118",1,0.064,0.064,-1.725,0.052,0.027,0.03,0.015,0.027,0.04,0.03
"119",1,0.024,0.024,-1.715,0.008,-0.017,0.009,0.021,0.003,0.015,0.009
"120",1,0.839,0.839,-0.925,0.838,0.741,0.445,0.472,0.441,0.432,0.445
"121",1,0.148,0.148,-1.586,0.138,0.084,0.075,0.095,0.072,0.071,0.075
"122",1,0.033,0.033,-1.736,0.009,-0.013,0.013,0.009,0.004,0.017,0.013
"123",1,0.203,0.203,-1.529,0.196,0.142,0.105,0.127,0.103,0.102,0.105
"124",1,1.417,1.417,-0.391,1.409,1.269,0.755,0.777,0.743,0.723,0.755
"125",1,1.6,1.6,-0.163,1.654,1.561,0.853,0.907,0.872,0.883,0.853
"126",1,1.251,1.251,-0.504,1.257,1.162,0.666,0.713,0.663,0.664,0.666
"127",1,1.32,1.32,-0.462,1.318,1.198,0.703,0.736,0.695,0.684,0.703
"128",1,1.351,1.351,-0.404,1.358,1.264,0.72,0.769,0.716,0.72,0.72
"129",1,1.608,1.608,-0.149,1.607,1.494,0.857,0.915,0.847,0.847,0.857
"130",1,0.372,0.372,-1.364,0.365,0.307,0.195,0.222,0.192,0.194,0.195
"131",1,1.216,1.216,-0.563,1.214,1.103,0.647,0.679,0.64,0.632,0.647
"132",1,0.113,0.113,-1.614,0.102,0.056,0.056,0.079,0.053,0.055,0.056
"133",1,0.632,0.632,-1.11,0.625,0.562,0.335,0.367,0.329,0.334,0.335
"134",1,0.092,0.092,-1.63,0.075,0.03,0.045,0.07,0.039,0.041,0.045
"135",1,0.16,0.16,-1.602,0.16,0.118,0.081,0.086,0.084,0.09,0.081
"136",1,0.472,0.472,-1.271,0.465,0.399,0.249,0.274,0.245,0.244,0.249
"137",1,1.396,1.396,-0.386,1.401,1.278,0.744,0.78,0.738,0.728,0.744
"138",1,0.321,0.321,-1.405,0.314,0.266,0.168,0.198,0.165,0.171,0.168
"139",1,0.711,0.711,-1.042,0.709,0.624,0.377,0.406,0.373,0.368,0.377
"140",1,0.872,0.872,-0.828,0.871,0.815,0.463,0.528,0.459,0.473,0.463
"141",1,1.798,1.798,0,1.746,1.599,0.959,1,0.92,0.904,0.959
"142",1,1.148,1.148,-0.585,1.144,1.072,0.611,0.666,0.603,0.614,0.611
"143",1,1.022,1.022,-0.692,1.02,0.972,0.543,0.605,0.538,0.559,0.543
"144",1,0.419,0.419,-1.311,0.412,0.36,0.22,0.252,0.216,0.222,0.22
"145",1,0.701,0.701,-1.038,0.694,0.633,0.371,0.407,0.365,0.373,0.371
"146",1,0.511,0.511,-1.218,0.503,0.453,0.269,0.305,0.265,0.274,0.269
"147",1,0.021,0.021,-1.719,0.004,-0.021,0.007,0.019,0.002,0.013,0.007
"148",1,0.049,0.049,-1.716,0.042,0.007,0.022,0.021,0.022,0.028,0.022
"149",1,1.628,1.628,-0.148,1.626,1.508,0.868,0.915,0.857,0.854,0.868
"150",1,0.426,0.426,-1.308,0.42,0.363,0.224,0.253,0.221,0.224,0.224
"151",1,0.073,0.073,-1.709,0.056,0.031,0.035,0.025,0.029,0.042,0.035
"152",1,1.837,1.837,0,1.759,1.773,0.98,1,0.927,1,0.98
"153",1,0.936,0.936,-0.822,0.935,0.84,0.498,0.531,0.492,0.487,0.498
"154",1,0.305,0.305,-1.417,0.298,0.254,0.159,0.192,0.157,0.164,0.159
"155",1,1.295,1.295,-0.449,1.294,1.216,0.69,0.744,0.682,0.694,0.69
"156",1,0.946,0.946,-0.816,0.945,0.846,0.503,0.534,0.498,0.49,0.503
"157",1,0.585,0.585,-1.147,0.579,0.524,0.309,0.346,0.305,0.313,0.309
"158",1,0.138,0.138,-1.585,0.127,0.085,0.069,0.095,0.066,0.071,0.069
"159",1,1.715,1.715,-0.15,1.687,1.584,0.915,0.914,0.889,0.896,0.915
"160",1,1.612,1.612,-0.168,1.619,1.513,0.859,0.904,0.854,0.857,0.859
"161",1,1.213,1.213,-0.547,1.213,1.109,0.646,0.688,0.639,0.635,0.646
"162",1,1.012,1.012,-0.759,1.012,0.902,0.538,0.567,0.533,0.521,0.538
"163",1,0.061,0.061,-1.728,0.037,-0.005,0.029,0.014,0.019,0.022,0.029
"164",1,0.026,0.026,-1.719,0.005,-0.019,0.01,0.019,0.002,0.014,0.01
"165",1,0.072,0.072,-1.651,0.064,0.02,0.034,0.058,0.033,0.036,0.034
"166",1,0.018,0.018,-1.721,0.002,-0.023,0.006,0.018,0.001,0.012,0.006
"167",1,0.122,0.122,-1.601,0.115,0.07,0.061,0.087,0.06,0.063,0.061
"168",1,0.082,0.082,-1.701,0.065,0.04,0.04,0.029,0.034,0.046,0.04
"169",1,0.015,0.015,-1.752,0.01,-0.027,0.004,0,0.005,0.009,0.004
"170",1,0.04,0.04,-1.681,0.023,-0.02,0.017,0.041,0.011,0.013,0.017
"171",1,0.153,0.153,-1.572,0.146,0.099,0.078,0.103,0.077,0.079,0.078
"172",1,0.211,0.211,-1.509,0.204,0.162,0.109,0.139,0.107,0.114,0.109
"173",1,0.856,0.856,-0.892,0.855,0.77,0.454,0.491,0.45,0.448,0.454
"174",1,0.073,0.073,-1.658,0.056,0.003,0.035,0.054,0.029,0.026,0.035
"175",1,0.023,0.023,-1.716,0.007,-0.018,0.008,0.02,0.003,0.014,0.008
"176",1,0.04,0.04,-1.684,0.029,-0.019,0.017,0.039,0.014,0.014,0.017
"177",1,0.025,0.025,-1.719,0.002,-0.022,0.009,0.019,0.001,0.012,0.009
"178",1,0.055,0.055,-1.668,0.037,-0.008,0.025,0.048,0.019,0.02,0.025
"179",1,1.348,1.348,-0.336,1.345,1.325,0.718,0.808,0.709,0.754,0.718
"180",1,0.034,0.034,-1.71,0.011,-0.014,0.014,0.024,0.005,0.017,0.014
"181",1,0.036,0.036,-1.733,0.032,-0.001,0.015,0.011,0.016,0.024,0.015
"182",1,0.942,0.942,-0.756,0.943,0.905,0.5,0.568,0.497,0.522,0.5
"183",1,0.132,0.132,-1.591,0.12,0.074,0.066,0.092,0.063,0.065,0.066
"184",1,0.055,0.055,-1.73,0.043,0.022,0.025,0.013,0.022,0.037,0.025
"185",1,1.499,1.499,-0.269,1.488,1.401,0.799,0.846,0.784,0.795,0.799
"186",1,0.246,0.246,-1.48,0.239,0.191,0.127,0.155,0.125,0.13,0.127
"187",1,1.394,1.394,-0.35,1.405,1.324,0.743,0.8,0.74,0.753,0.743
"188",1,0.621,0.621,-1.132,0.618,0.533,0.328,0.354,0.325,0.318,0.328
"189",1,1.188,1.188,-0.563,1.186,1.097,0.632,0.679,0.625,0.628,0.632
"190",1,0.834,0.834,-0.909,0.834,0.753,0.443,0.481,0.439,0.439,0.443
"191",1,1.718,1.718,-0.1,1.689,1.633,0.916,0.943,0.89,0.923,0.916
"192",1,1.371,1.371,-0.218,1.371,1.439,0.73,0.876,0.723,0.817,0.73
"193",1,0.042,0.042,-1.705,0.021,-0.003,0.018,0.027,0.011,0.023,0.018
"194",1,0.07,0.07,-1.683,0.07,0.037,0.033,0.039,0.036,0.045,0.033
"195",1,0.385,0.385,-1.364,0.375,0.306,0.202,0.222,0.197,0.193,0.202
"196",1,1.513,1.513,-0.243,1.514,1.425,0.806,0.862,0.798,0.809,0.806
"197",1,0.137,0.137,-1.618,0.137,0.102,0.069,0.077,0.072,0.081,0.069
"198",1,0.039,0.039,-1.715,0.039,0.005,0.017,0.021,0.02,0.027,0.017
"199",1,0.427,0.427,-1.305,0.42,0.366,0.225,0.255,0.221,0.226,0.225
"200",1,0.501,0.501,-1.225,0.494,0.446,0.264,0.301,0.26,0.27,0.264
"201",1,0.123,0.123,-1.646,0.099,0.077,0.062,0.061,0.051,0.067,0.062
"202",1,0.344,0.344,-1.384,0.334,0.286,0.18,0.21,0.176,0.182,0.18
"203",1,0.356,0.356,-1.391,0.356,0.33,0.187,0.206,0.187,0.206,0.187
"204",1,0.038,0.038,-1.733,0.014,-0.01,0.016,0.011,0.007,0.019,0.016
"205",1,0.027,0.027,-1.719,0.006,-0.019,0.01,0.019,0.002,0.014,0.01
"206",1,1.578,1.578,-0.275,1.569,1.383,0.841,0.843,0.827,0.786,0.841
"207",1,0.825,0.825,-0.906,0.822,0.759,0.438,0.483,0.433,0.442,0.438
"208",1,0.028,0.028,-1.74,0.022,-0.017,0.011,0.007,0.011,0.015,0.011
"209",1,1.836,1.836,0,1.759,1.773,0.979,1,0.927,1,0.979
"210",1,0.048,0.048,-1.67,0.028,-0.019,0.021,0.047,0.014,0.014,0.021
"211",1,0.083,0.083,-1.701,0.071,0.051,0.04,0.029,0.037,0.053,0.04
"212",1,1.092,1.092,-0.592,1.098,1.075,0.581,0.662,0.578,0.616,0.581
"213",1,0.026,0.026,-1.719,0.005,-0.019,0.01,0.019,0.002,0.014,0.01
"214",1,0.024,0.024,-1.72,0.001,-0.023,0.009,0.019,0,0.012,0.009
"215",1,0.05,0.05,-1.656,0.032,-0.015,0.023,0.055,0.016,0.016,0.023
"216",1,0.032,0.032,-1.713,0.011,-0.013,0.013,0.022,0.005,0.017,0.013
"217",1,0.033,0.033,-1.682,0.013,-0.031,0.014,0.04,0.006,0.007,0.014
"218",1,0.472,0.472,-1.271,0.465,0.4,0.249,0.275,0.245,0.245,0.249
"219",1,1.419,1.419,-0.404,1.419,1.251,0.756,0.769,0.748,0.713,0.756
"220",1,0.189,0.189,-1.55,0.174,0.119,0.097,0.116,0.091,0.09,0.097
"221",1,1.517,1.517,-0.242,1.514,1.399,0.809,0.862,0.798,0.794,0.809
"222",1,1.216,1.216,-0.545,1.215,1.111,0.647,0.689,0.64,0.636,0.647
"223",1,0.831,0.831,-0.977,0.832,0.742,0.441,0.443,0.439,0.433,0.441
"224",1,0.946,0.946,-0.78,0.94,0.892,0.503,0.555,0.495,0.515,0.503
"225",1,0.836,0.836,-0.864,0.837,0.779,0.444,0.507,0.441,0.453,0.444
"226",1,0.713,0.713,-1.019,0.711,0.646,0.378,0.419,0.374,0.38,0.378
"227",1,0.802,0.802,-0.932,0.802,0.729,0.425,0.468,0.422,0.426,0.425
"228",1,0.028,0.028,-1.717,0.007,-0.017,0.011,0.02,0.003,0.015,0.011
"229",1,1.297,1.297,-0.47,1.293,1.195,0.691,0.732,0.682,0.682,0.691
"230",1,0.017,0.017,-1.722,0.001,-0.024,0.005,0.017,0,0.011,0.005
"231",1,0.024,0.024,-1.719,0.002,-0.023,0.009,0.019,0,0.012,0.009
"232",1,0.07,0.07,-1.699,0.046,0.024,0.033,0.03,0.024,0.038,0.033
"233",1,0.897,0.897,-0.833,0.888,0.838,0.476,0.524,0.468,0.486,0.476
"234",1,0.069,0.069,-1.678,0.049,0.025,0.033,0.043,0.025,0.038,0.033
"235",1,0.451,0.451,-1.309,0.444,0.362,0.237,0.253,0.234,0.224,0.237
